Date,Open,High,Low,Close,Adj Close,Volume
2016-03-01,138.160004,141.910004,137.300003,141.380005,138.912964,2014700
2016-03-02,140.910004,143.059998,140.850006,142.270004,139.787430,1798500
2016-03-03,141.789993,144.190002,141.550003,143.860001,141.349701,1804400
2016-03-04,143.490005,146.279999,143.490005,143.910004,141.398819,1821000
2016-03-07,143.250000,145.330002,142.259995,145.080002,142.548386,1548600
2016-03-08,144.000000,144.830002,142.389999,142.529999,140.042892,1281000
2016-03-09,141.899994,142.529999,139.889999,141.979996,139.502487,1483800
2016-03-10,142.039993,143.250000,139.580002,141.610001,139.384415,1168000
2016-03-11,143.350006,144.580002,142.580002,144.419998,142.150208,1145800
2016-03-14,144.100006,144.990005,143.250000,143.839996,141.579315,1657300
2016-03-15,142.990005,143.320007,141.699997,143.070007,140.821442,1769600
2016-03-16,142.500000,144.750000,141.190002,144.270004,142.002579,2573200
2016-03-17,155.229996,161.699997,154.080002,161.339996,158.804306,8891700
2016-03-18,160.649994,163.880005,160.360001,163.710007,161.137070,4538100
2016-03-21,163.570007,164.839996,162.899994,164.539993,161.954010,2154800
2016-03-22,163.550003,163.899994,162.320007,163.419998,160.851624,1647700
2016-03-23,163.419998,163.729996,162.369995,162.630005,160.074051,1247500
2016-03-24,161.300003,162.800003,160.539993,162.649994,160.093704,1100000
2016-03-28,162.570007,162.889999,160.389999,162.190002,159.640945,1527300
2016-03-29,162.029999,163.089996,160.669998,162.990005,160.428375,1506500
2016-03-30,163.000000,163.470001,161.470001,161.570007,159.030685,1399600
2016-03-31,161.550003,162.940002,160.649994,162.720001,160.162598,1984300
2016-04-01,162.309998,163.990005,161.100006,163.669998,161.097672,1504900
2016-04-04,163.880005,165.509995,163.179993,163.800003,161.225647,1643600
2016-04-05,162.160004,163.009995,161.649994,161.940002,159.394882,1147500
2016-04-06,162.000000,163.139999,160.729996,162.770004,160.211823,1123800
2016-04-07,161.169998,162.550003,160.800003,161.279999,158.745239,1362500
2016-04-08,162.089996,165.490005,161.919998,163.419998,160.851624,1597500
2016-04-11,163.460007,165.100006,163.029999,163.050003,160.487427,1452800
2016-04-12,163.559998,165.779999,163.039993,165.110001,162.515045,1660800
2016-04-13,165.720001,167.449997,165.699997,167.220001,164.591873,1603000
2016-04-14,167.149994,167.550003,165.639999,165.699997,163.095764,1037500
2016-04-15,165.699997,166.419998,164.820007,165.899994,163.292633,863700
2016-04-18,165.330002,167.380005,164.809998,167.130005,164.503296,832800
2016-04-19,167.800003,169.300003,166.649994,168.270004,165.625397,1056000
2016-04-20,168.380005,168.949997,167.350006,167.399994,164.769043,815100
2016-04-21,166.720001,167.610001,165.160004,165.570007,162.967819,1178400
2016-04-22,166.279999,166.929993,165.059998,166.320007,163.706055,1359100
2016-04-25,165.660004,167.229996,164.029999,165.559998,162.957977,1033100
2016-04-26,165.820007,167.600006,165.410004,167.110001,164.483627,1034200
2016-04-27,167.070007,168.199997,166.220001,167.559998,164.926529,847600
2016-04-28,166.889999,168.160004,165.460007,165.660004,163.056396,1118900
2016-04-29,164.850006,165.589996,163.740005,165.110001,162.515045,1228900
2016-05-02,165.600006,168.179993,165.500000,167.589996,164.956055,1393100
2016-05-03,165.759995,166.220001,163.169998,164.789993,162.200073,1284200
2016-05-04,165.610001,167.100006,164.529999,165.250000,162.652863,1416500
2016-05-05,165.419998,166.000000,160.070007,160.369995,157.849548,2584600
2016-05-06,160.449997,161.539993,157.690002,161.029999,158.499176,1758400
2016-05-09,161.399994,162.899994,161.139999,162.289993,159.739349,1056800
2016-05-10,162.419998,163.940002,161.899994,163.250000,160.684265,1449700
2016-05-11,163.000000,163.949997,160.860001,161.289993,158.755081,1287100
2016-05-12,162.399994,162.460007,158.220001,159.369995,156.865280,1634300
2016-05-13,158.580002,159.389999,156.919998,157.759995,155.280563,1322200
2016-05-16,157.559998,159.210007,156.910004,158.589996,156.097519,1080900
2016-05-17,158.570007,160.679993,157.850006,158.690002,156.195953,1433500
2016-05-18,158.000000,160.630005,158.000000,159.490005,156.983383,1292300
2016-05-19,158.460007,160.220001,157.839996,159.110001,156.609360,1101600
2016-05-20,160.339996,162.460007,159.529999,161.630005,159.089752,1369900
2016-05-23,161.649994,162.779999,161.100006,162.039993,159.493286,1187000
2016-05-24,162.970001,164.979996,161.990005,164.380005,161.796524,1205900
2016-05-25,165.000000,165.970001,164.029999,164.220001,161.639023,1013900
2016-05-26,164.210007,164.479996,162.820007,163.399994,160.831924,1039400
2016-05-27,163.639999,164.539993,163.179993,164.470001,161.885086,919600
2016-05-31,165.429993,167.000000,164.479996,164.970001,162.377274,1338700
2016-06-01,163.899994,164.809998,162.369995,164.699997,162.111496,928900
2016-06-02,164.639999,165.100006,163.699997,164.800003,162.209915,679300
2016-06-03,162.360001,164.059998,161.000000,163.820007,161.245331,1429700
2016-06-06,163.179993,163.979996,161.660004,163.270004,160.703949,1473800
2016-06-07,164.580002,165.320007,163.809998,164.830002,162.239441,1502800
2016-06-08,164.750000,165.899994,164.490005,164.750000,162.160706,934100
2016-06-09,163.639999,164.429993,162.880005,164.110001,161.530762,1043900
2016-06-10,162.759995,163.289993,160.320007,160.869995,158.341660,1599400
2016-06-13,160.320007,161.970001,160.300003,160.429993,157.908600,1447600
2016-06-14,160.199997,161.449997,158.470001,159.750000,157.632324,1299600
2016-06-15,160.029999,161.330002,159.509995,159.660004,157.543533,1202500
2016-06-16,158.949997,162.289993,157.509995,161.869995,159.724228,1896300
2016-06-17,161.910004,162.740005,161.270004,162.250000,160.099182,2247000
2016-06-20,164.279999,166.500000,163.240005,164.470001,162.289749,2018200
2016-06-21,164.550003,164.779999,163.210007,163.949997,161.776642,1933300
2016-06-22,162.070007,162.470001,156.399994,156.509995,154.435257,4839100
2016-06-23,157.500000,158.660004,156.750000,157.889999,155.796951,2269700
2016-06-24,151.949997,154.070007,149.500000,150.570007,148.574005,5853500
2016-06-27,149.100006,149.410004,145.000000,146.130005,144.192886,2933400
2016-06-28,148.520004,149.240005,146.190002,148.100006,146.136749,1936800
2016-06-29,149.729996,150.570007,148.850006,150.259995,148.268112,2192100
2016-06-30,150.259995,151.800003,149.009995,151.779999,149.767975,1716200
2016-07-01,154.470001,155.940002,153.070007,153.839996,151.800659,2048800
2016-07-05,152.470001,153.059998,150.350006,152.169998,150.152817,1917300
2016-07-06,151.589996,152.100006,150.000000,151.449997,149.442322,1876500
2016-07-07,151.940002,153.490005,151.320007,152.600006,150.577103,1496400
2016-07-08,154.000000,156.880005,153.949997,156.220001,154.149124,1743800
2016-07-11,157.110001,158.619995,156.419998,157.110001,155.027298,1895700
2016-07-12,157.800003,160.149994,157.410004,159.949997,157.829666,1718300
2016-07-13,160.130005,161.250000,159.360001,160.419998,158.293442,1448300
2016-07-14,161.789993,163.639999,161.440002,161.500000,159.359146,1556300
2016-07-15,162.169998,162.229996,160.399994,160.589996,158.461182,1257100
2016-07-18,160.759995,161.169998,159.630005,160.759995,158.628922,870300
2016-07-19,159.949997,160.740005,159.259995,159.679993,157.563232,773200
2016-07-20,160.089996,161.009995,159.070007,160.070007,157.948074,683400
2016-07-21,159.509995,160.520004,158.029999,158.410004,156.310089,870700
2016-07-22,158.050003,160.820007,158.050003,160.770004,158.638794,1233200
2016-07-25,160.289993,160.809998,159.410004,160.229996,158.105957,1344200
2016-07-26,160.479996,161.820007,160.160004,161.500000,159.359146,1146600
2016-07-27,161.350006,161.990005,160.000000,160.910004,158.776932,1019300
2016-07-28,160.199997,161.770004,159.410004,161.449997,159.309769,872200
2016-07-29,160.619995,162.210007,159.350006,161.899994,159.753830,1016400
2016-08-01,162.000000,162.880005,161.070007,161.660004,159.516998,820700
2016-08-02,161.000000,161.830002,158.619995,159.179993,157.069870,854600
2016-08-03,159.399994,160.800003,159.350006,160.610001,158.480911,589800
2016-08-04,160.740005,160.839996,158.850006,159.820007,157.701401,874000
2016-08-05,160.619995,162.960007,160.220001,162.910004,160.750427,1044900
2016-08-08,163.339996,165.440002,163.119995,163.699997,161.529938,972500
2016-08-09,163.509995,165.330002,163.149994,164.330002,162.151611,730800
2016-08-10,163.880005,164.850006,163.759995,164.649994,162.467361,823100
2016-08-11,164.940002,166.169998,164.410004,165.789993,163.592239,1042700
2016-08-12,165.119995,166.000000,164.649994,165.500000,163.306107,1048300
2016-08-15,165.699997,167.000000,165.699997,166.399994,164.194168,1118400
2016-08-16,165.899994,167.130005,165.589996,166.729996,164.519806,913400
2016-08-17,166.990005,167.179993,165.830002,166.449997,164.243484,1101200
2016-08-18,166.610001,167.660004,166.199997,167.190002,164.973709,1104000
2016-08-19,166.789993,169.440002,166.639999,168.630005,166.394592,1365900
2016-08-22,168.990005,169.570007,167.229996,167.889999,165.664413,946500
2016-08-23,169.000000,169.440002,168.220001,168.589996,166.355148,850600
2016-08-24,168.539993,169.270004,167.770004,168.229996,165.999893,859700
2016-08-25,167.259995,167.570007,165.149994,165.529999,163.335693,1319300
2016-08-26,166.050003,167.080002,164.369995,164.949997,162.763382,1102000
2016-08-29,165.429993,165.889999,164.639999,165.169998,162.980469,1179900
2016-08-30,165.520004,165.929993,164.380005,164.929993,162.743637,1004100
2016-08-31,164.470001,165.050003,163.490005,164.929993,162.743637,1228800
2016-09-01,165.500000,166.250000,163.850006,165.639999,163.444244,1181900
2016-09-02,166.220001,167.080002,165.470001,165.490005,163.296219,1599500
2016-09-06,167.100006,167.100006,163.729996,164.830002,162.644974,1169000
2016-09-07,164.479996,165.419998,163.949997,165.199997,163.010071,897300
2016-09-08,163.910004,165.860001,163.839996,165.399994,163.603561,829700
2016-09-09,164.100006,165.190002,160.820007,160.850006,159.102982,1487500
2016-09-12,160.199997,164.070007,160.059998,163.259995,161.486801,1325400
2016-09-13,161.630005,161.979996,159.289993,160.350006,158.608414,1317400
2016-09-14,160.059998,160.660004,159.050003,159.449997,157.718170,1030300
2016-09-15,159.000000,160.710007,158.520004,160.070007,158.331467,1397600
2016-09-16,159.330002,160.070007,158.199997,158.889999,157.164276,2534400
2016-09-19,160.070007,162.229996,159.550003,161.259995,159.508514,1812300
2016-09-20,161.750000,164.130005,161.649994,162.649994,160.883423,2689200
